Year,Month,Community,Total Complaints,Total Number of Callers
2016,3,Capitola,4940,39
2016,1,San Francisco,2682,52
2016,4,Belmont,429,3
2016,5,Millbrae,10,9
2016,12,Colma,3,1
2016,7,San Bruno,4,4
2016,3,Portola Valley,7134,63
2016,8,Santa Cruz,23440,157
2016,11,Saratoga,1896,16
2016,5,Berkeley,3,2
2016,3,Los Gatos,42507,218
2016,7,Soquel,10043,105
2016,10,Sunnyvale,1345,57
2016,3,The Sea Ranch,3,1
2016,2,San Leandro,2,1
2016,1,Atherton,147,1
2016,3,Los Altos Hills,14916,47
2016,6,Lafayette,16,1
2016,12,Carmel Valley,238,1
2016,12,Scotts Valley,10931,104
2016,12,El Sobrante,1,1
2016,10,Colma,17,1
2016,5,Pacifica,5717,51
2016,10,Berkeley,8,2
2016,8,Scotts Valley,16946,120
2016,8,Aptos,285,11
2016,11,Pacifica,13040,79
2016,9,Los Gatos,45917,222
2016,10,Richmond,641,1
2016,4,Los Altos,44798,324
2016,9,Fremont,47,2
2016,10,Hillsborough,56,4
2016,10,Ben Lomond,16,2
2016,10,Watsonville,161,2
2016,8,Auburn,1,1
2016,7,Menlo Park,5270,44
2016,12,Bonny Doon,1,1
2016,1,Menlo Park,1479,33
2016,4,Pacifica,4912,40
2016,2,Millbrae,12,6
2016,4,Lafayette,1,1
2016,12,Ben Lomond,53,3
2016,7,Belmont,808,9
2016,2,Palo Alto,63070,306
2016,11,Santa Cruz,26671,153
2016,7,Oakland,5295,23
2016,7,Redwood City,4109,24
2016,8,Los Altos Hills,14855,59
2016,3,Foster City,147,15
2016,5,Mountain View,3678,44
2016,9,Soquel,10356,115
2016,4,Carmel Valley,34,2
2016,9,San Leandro,4,2
2016,4,Saratoga,2979,16
2016,10,Moraga,129,1
2016,9,Felton,1106,10
2016,9,Millbrae,10,5
2016,5,Hillsborough,2,2
2016,6,Palo Alto,79307,437
2016,1,Los Altos Hills,10662,41
2016,2,Los Altos,37614,226
2016,4,San Bruno,7,5
2016,11,La Selva Beach,22,2
2016,11,Woodside,2952,29
2016,4,Woodside,617,12
2016,6,Los Gatos,46755,215
2016,6,Portola Valley,6187,58
2016,7,San Jose,20,2
2016,1,Capitola,4283,40
2016,2,Fremont,1,1
2016,5,Saratoga,2883,20
2016,11,Hillsborough,23,6
2016,5,Aptos,313,12
2016,5,Burlingame,10,6
2016,11,East Palo Alto,4,1
2016,4,San Carlos,111,5
2016,11,San Francisco,6389,76
2016,11,Burlingame,454,7
2016,5,The Sea Ranch,1,1
2016,12,Pacifica,11992,67
2016,10,Alameda,73,5
2016,2,Oakland,1768,17
2016,11,San Mateo,1242,15
2016,5,Los Altos Hills,18306,80
2016,12,East Palo Alto,1,1
2016,6,Oakland,5269,32
2016,2,The Sea Ranch,1,1
2016,3,Carmel Valley,18,2
2016,2,Belmont,108,3
2016,11,Foster City,1078,13
2016,11,Campbell,1,1
2016,8,Oakland,6386,29
2016,5,Daly City,1563,6
2016,7,San Leandro,14,2
2016,3,Scotts Valley,25383,118
2016,10,Portola Valley,8390,72
2016,8,San Leandro,9,3
2016,7,Fremont,8,1
2016,2,Danville,2,1
2016,11,Brisbane,7572,74
2016,8,Capitola,3868,39
2016,1,San Bruno,4,1
2016,8,Richmond,115,1
2016,1,Carmel Valley,119,2
2016,3,Burlingame,71,5
2016,10,El Cerrito,2,2
2016,9,Carmel Valley,35,1
2016,4,Soquel,12253,131
2016,6,Fremont,10,1
2016,9,Cupertino,1,1
2016,1,Boulder Creek,178,5
2016,4,Foster City,62,13
2016,10,Atherton,664,6
2016,2,Hillsborough,1,1
2016,8,Redwood City,3534,30
2016,1,Berkeley,3,2
2015,3,Menlo Park,3,1
2015,1,Atherton,2,1
2015,1,Brisbane,899,6
2015,1,Daly City,48,6
2015,1,Foster City,3,3
2015,1,Hillsborough,1,1
2015,1,Millbrae,13,3
2015,1,Mountain View,1,1
2015,1,Oakland,1,1
2015,1,Pacifica,389,6
2015,1,Palo Alto,545,17
2015,1,Portola Valley,721,10
2015,1,San Bruno,4,2
2015,1,San Francisco,14,12
2015,1,San Mateo,3,2
2015,1,South San Francisco,39,2
2015,1,Woodside,2,1
2015,2,Alameda,1,1
2015,2,Atherton,1,1
2015,2,Brisbane,1114,14
2015,2,Burlingame,8,7
2015,2,Daly City,73,5
2015,2,Hillsborough,1,1
2015,2,Los Altos,1,1
2015,2,Menlo Park,1,1
2015,2,Millbrae,14,3
2015,2,Oakland,12,12
2015,2,Pacifica,104,5
2015,2,Palo Alto,310,22
2015,2,Portola Valley,484,7
2015,2,San Bruno,1,1
2015,2,San Francisco,8,6
2015,2,San Mateo,3,3
2015,2,Scotts Valley,1,1
2015,2,South San Francisco,71,3
2015,2,Woodside,1,1
2015,3,Alameda,1,1
2015,3,Aptos,2,2
2015,3,Atherton,6,2
2015,3,Brisbane,1211,21
2015,3,Burlingame,3,2
2015,3,Capitola,11,11
2015,3,Daly City,66,5
2015,3,El Cerrito,2,1
2015,3,Felton,4,3
2015,3,Foster City,53,4
2015,3,Hillsborough,2,2
2015,3,Los Altos,1,1
2015,3,Los Gatos,71,39
2015,3,Millbrae,2,2
2015,3,Oakland,3,2
2015,3,Pacifica,326,8
2015,3,Palo Alto,411,37
2015,3,Portola Valley,515,6
2015,3,Redwood City,2,1
2015,3,San Bruno,1,1
2015,3,San Francisco,12,5
2015,3,San Mateo,3,2
2015,3,Santa Cruz,122,73
2015,3,Scotts Valley,44,37
2015,3,Soquel,54,36
2015,3,South San Francisco,77,3
2015,3,Woodside,11,2
2015,4,Aptos,2,2
2015,4,Belmont,1,1
2015,4,Brisbane,988,13
2015,4,Burlingame,4,4
2015,4,Capitola,21,9
2015,4,Daly City,104,3
2015,4,El Cerrito,2,1
2015,4,Felton,5,4
2015,4,Foster City,5,3
2015,4,Los Gatos,149,43
2015,4,Menlo Park,5,3
2015,4,Millbrae,5,3
2015,4,Pacifica,282,6
2015,4,Palo Alto,301,37
2015,4,Portola Valley,611,15
2015,4,Redwood City,2,2
2015,4,San Bruno,2,2
2015,4,San Carlos,1,1
2015,4,San Francisco,8,7
2015,4,San Mateo,9,4
2015,4,Santa Cruz,543,73
2015,4,Saratoga,2,2
2015,4,Scotts Valley,161,29
2015,4,Soquel,691,51
2015,4,South San Francisco,32,4
2015,4,Woodside,18,6
2015,5,Alameda,1,1
2015,5,Aptos,2,2
2015,5,Atherton,1,1
2015,5,Bonny Doon,1,1
2015,5,Boulder Creek,9,3
2015,5,Brisbane,1146,13
2015,5,Burlingame,1,1
2015,5,Capitola,179,10
2015,5,Daly City,228,5
2015,5,East Palo Alto,1,1
2015,5,El Cerrito,1,1
2015,5,Felton,209,8
2015,5,Gualala,1,1
2015,5,Half Moon Bay,1,1
2015,5,Los Altos Hills,1,1
2015,5,Los Gatos,1648,98
2015,5,Menlo Park,10,3
2015,5,Millbrae,1,1
2015,5,Mountain View,3,3
2015,5,Pacifica,627,6
2015,5,Palo Alto,1307,318
2015,5,Portola Valley,976,17
2015,5,Redwood City,4,3
2015,5,San Bruno,3,2
2015,5,San Francisco,9,6
2015,5,San Mateo,17,7
2015,5,Santa Cruz,1885,106
2015,5,Saratoga,7,2
2015,5,Scotts Valley,1086,51
2015,5,Sonoma,1,1
2015,5,Soquel,2637,79
2015,5,South San Francisco,33,6
2015,5,The Sea Ranch,5,4
2015,5,Walnut Creek,1,1
2015,5,Woodside,49,3
2015,6,Aptos,7,4
2015,6,Atherton,9,1
2015,6,Boulder Creek,4,2
2015,6,Brisbane,806,10
2015,6,Burlingame,11,8
2015,6,Capitola,465,15
2015,6,Daly City,623,4
2015,6,Felton,113,2
2015,6,Foster City,2,2
2015,6,Half Moon Bay,3,1
2015,6,Hillsborough,4,2
2015,6,Los Altos,5,3
2015,6,Los Gatos,3553,89
2015,6,Menlo Park,18,8
2015,6,Millbrae,3,2
2015,6,Mountain View,1,1
2015,6,Pacifica,286,4
2015,6,Palo Alto,2733,150
2015,6,Portola Valley,833,13
2015,6,Redwood City,18,8
2015,6,San Bruno,4,3
2015,6,San Carlos,4,1
2015,6,San Francisco,7,5
2015,6,San Jose,1,1
2015,6,San Mateo,21,11
2015,6,Santa Cruz,3749,92
2015,6,Saratoga,10,3
2015,6,Scotts Valley,2148,60
2015,6,Soquel,2102,63
2015,6,South San Francisco,13,8
2015,6,Watsonville,1,1
2015,6,Woodside,7,3
2015,7,Alameda,4,1
2015,7,Aptos,257,9
2015,7,Atherton,5,2
2015,7,Belmont,1,1
2015,7,Bolinas,1,1
2015,7,Boulder Creek,19,3
2015,7,Brisbane,971,11
2015,7,Burlingame,3,3
2015,7,Capitola,1142,23
2015,7,Daly City,827,3
2015,7,El Cerrito,4,2
2015,7,Felton,180,6
2015,7,Foster City,4,3
2015,7,Hillsborough,1,1
2015,7,La Honda,1,1
2015,7,Los Altos,113,41
2015,7,Los Altos Hills,4,2
2015,7,Los Gatos,12208,162
2015,7,Menlo Park,64,36
2015,7,Millbrae,5,1
2015,7,Morgan Hill,10,1
2015,7,Mountain View,8,7
2015,7,Pacifica,101,5
2015,7,Palo Alto,5100,228
2015,7,Portola Valley,2069,51
2015,7,Redwood City,192,20
2015,7,San Bruno,6,3
2015,7,San Carlos,6,2
2015,7,San Francisco,385,17
2015,7,San Mateo,12,10
2015,7,Santa Cruz,10104,119
2015,7,Saratoga,47,10
2015,7,Scotts Valley,9642,87
2015,7,Soquel,4815,111
2015,7,South San Francisco,17,9
2015,7,Sunnyvale,5,3
2015,7,The Sea Ranch,1,1
2015,7,Tracy,1,1
2015,7,Woodside,88,8
2015,8,Atherton,11,8
2015,8,Brisbane,624,9
2015,8,Burlingame,4,3
2015,8,Daly City,572,4
2015,8,Foster City,28,9
2015,8,Half Moon Bay,1,1
2015,8,Menlo Park,804,16
2015,8,Millbrae,2,1
2015,8,Moss Beach,11,1
2015,8,Pacifica,5,5
2015,8,Portola Valley,2440,65
2015,8,Redwood City,661,20
2015,8,San Carlos,9,3
2015,8,San Francisco,3205,12
2015,8,San Mateo,23,10
2015,8,South San Francisco,62,14
2015,8,Woodside,88,9
2015,8,Alameda,2,1
2015,8,Aptos,200,9
2015,8,Boulder Creek,138,7
2015,8,Capitola,928,22
2015,8,El Cerrito,1,1
2015,8,Felton,227,6
2015,8,Kensington,1,1
2015,8,La Honda,9,1
2015,8,Los Altos,327,89
2015,8,Los Altos Hills,593,6
2015,8,Los Gatos,15562,173
2015,8,Morgan Hill,23,1
2015,8,Mountain View,21,7
2015,8,Newark,2,1
2015,8,Palo Alto,8770,296
2015,8,San Jose,3,3
2015,8,Santa Cruz,12967,135
2015,8,Saratoga,57,20
2015,8,Scotts Valley,9778,98
2015,8,Soquel,4229,103
2015,8,Sunnyvale,1,1
2015,8,The Sea Ranch,1,1
2015,8,Walnut Creek,1,1
2015,9,Atherton,2,2
2015,9,Brisbane,584,14
2015,9,Burlingame,13,8
2015,9,Daly City,433,5
2015,9,Foster city,5,4
2015,9,Half Moon Bay,59,3
2015,9,Menlo Park,196,24
2015,9,Millbrae,8,6
2015,9,Pacifica,159,12
2015,9,Portola Valley,11974,30
2015,9,Redwood City,544,16
2015,9,San Bruno,2,2
2015,9,San Carlos,4,2
2015,9,San Francisco,1764,15
2015,9,San Mateo,16,6
2015,9,South San Francisco,24,10
2015,9,Woodside,52,10
2015,9,Aptos,425,9
2015,9,Berkeley,1,1
2015,9,Boulder Creek,65,9
2015,9,Capitola,1358,28
2015,9,Carmel Valley,1,1
2015,9,El Cerrito,3,1
2015,9,Felton,1700,5
2015,9,Los Altos,1650,72
2015,9,Los Altos Hills,29,4
2015,9,Los Gatos,40811,188
2015,9,Milpitas,1,1
2015,9,Morgan Hill,58,1
2015,9,Mountain View,130,9
2015,9,Oakland,2,2
2015,9,Palo Alto,9896,207
2015,9,San Jose,1,1
2015,9,Santa Cruz,25193,137
2015,9,Saratoga,236,13
2015,9,Scotts Valley,20621,101
2015,9,Soquel,13484,108
2015,9,Sunnyvale,1,1
2015,9,Walnut Creek,4,2
2015,10,Atherton,8,4
2015,10,Belmont,1,1
2015,10,Brisbane,2463,43
2015,10,Burlingame,4,4
2015,10,Daly City,868,6
2015,10,Foster City,18,2
2015,10,Half Moon Bay,2,2
2015,10,Menlo Park,364,22
2015,10,Millbrae,9,2
2015,10,Pacifica,710,45
2015,10,Portola Valley,25259,53
2015,10,Redwood City,863,18
2015,10,San Bruno,3,1
2015,10,San Carlos,6,2
2015,10,San Francisco,52,16
2015,10,San Mateo,535,5
2015,10,South San Francisco,17,9
2015,10,Woodside,75,9
2015,10,Alameda,1,1
2015,10,Aptos,334,10
2015,10,Ben Lomond,17,2
2015,10,Boulder Creek,34,9
2015,10,Capitola,4948,52
2015,10,Carmel Valley,5,1
2015,10,El Cerrito,6,1
2015,10,Felton,2020,5
2015,10,Kensington,7,3
2015,10,La Selva Beach,186,1
2015,10,Los Altos,20790,163
2015,10,Los Altos Hills,2746,8
2015,10,Los Gatos,55854,233
2015,10,Mountain View,1782,16
2015,10,New Almaden,1,1
2015,10,Newark,1,1
2015,10,Palo Alto,16544,204
2015,10,San Jose,5,1
2015,10,Santa Cruz,27410,203
2015,10,Saratoga,1519,36
2015,10,Scotts Valley,38797,130
2015,10,Soquel,14721,124
2015,10,Sunnyvale,7,1
2015,10,The Sea Ranch,2,1
2015,10,Union City,1,1
2015,10,Walnut Creek,1,1
2015,10,Watsonville,4,2
2015,11,Atherton,1,1
2015,11,Belmont,2,1
2015,11,Brisbane,5766,51
2015,11,Burlingame,6,6
2015,11,Daly City,593,3
2015,11,Foster City,1,1
2015,11,Menlo Park,1746,20
2015,11,Millbrae,19,5
2015,11,Pacifica,1651,28
2015,11,Portola Valley,18437,58
2015,11,Redwood City,667,19
2015,11,San Bruno,5,4
2015,11,San Carlos,2,2
2015,11,San Francisco,37,13
2015,11,San Mateo,441,3
2015,11,South San Francisco,20,8
2015,11,Woodside,2432,6
2015,11,Aptos,445,8
2015,11,Ben Lomond,12,3
2015,11,Boulder Creek,118,8
2015,11,Capitola,4955,45
2015,11,Carmel Valley,2,1
2015,11,El Cerrito,3,1
2015,11,Felton,1943,9
2015,11,Fremont,1,1
2015,11,Kensington,5,1
2015,11,La Selva Beach,60,1
2015,11,Los Altos,24576,150
2015,11,Los Altos Hills,5997,16
2015,11,Los Gatos,44805,214
2015,11,Mountain View,2372,15
2015,11,Oakland,2,2
2015,11,Palo Alto,32663,206
2015,11,Paradise,1,1
2015,11,San Leandro,1,1
2015,11,San Ramon,1,1
2015,11,Santa Cruz,22351,162
2015,11,Saratoga,2022,21
2015,11,Scotts Valley,23890,106
2015,11,Soquel,12914,127
2015,11,Sunnyvale,25,1
2015,11,Watsonville,1,1
2015,12,Mountain View,3079,22
2015,12,Danville,1,1
2015,12,Moraga,1,1
2015,12,Boulder Creek,182,5
2015,12,Belmont,12,3
2015,12,Redwood City,850,11
2015,12,Sunnyvale,10,4
2015,12,East Palo Alto,15,1
2015,12,Pacifica,1390,39
2015,12,Woodside,946,6
2015,12,Brisbane,3753,46
2015,12,Ben Lomond,16,1
2015,12,San Francisco,496,17
2015,12,Aptos,301,9
2015,12,Santa Cruz,19285,157
2015,12,Los Altos,21565,165
2015,12,The Sea Ranch,2,1
2015,12,Piedmont,23,1
2015,12,San Bruno,1,1
2015,12,Santa Clara,33,1
2015,12,Watsonville,5,1
2015,12,Los Altos Hills,4238,15
2015,12,San Mateo,195,8
2015,12,Foster City,12,2
2015,12,Felton,1360,9
2015,12,San Leandro,1,1
2015,12,Los Gatos,39189,212
2015,12,San Carlos,8,3
2015,12,Carmel Valley,13,3
2015,12,Portola Valley,11875,56
2015,12,Menlo Park,914,20
2015,12,Soquel,11154,132
2015,12,Fremont,1,1
2015,12,Capitola,3486,41
2015,12,Oakland,32,9
2015,12,South San Francisco,92,10
2015,12,Scotts Valley,20214,104
2015,12,Palo Alto,29329,223
2015,12,Burlingame,12,9
2015,12,Daly City,1034,3
2015,12,La Selva Beach,22,1
2015,12,Saratoga,1387,16
2015,12,Millbrae,6,2
2014,1,Atherton,7,2
2014,10,Alameda,2,2
2014,9,Woodside,3,3
2014,9,South San Francisco,15,10
2014,9,San Mateo,3,3
2014,9,San Francisco,7,7
2014,9,San Bruno,12,4
2014,9,Redwood City,1,1
2014,9,Portola Valley,68,9
2014,9,Palo Alto,39,15
2014,9,Pacifica,63,8
2014,12,Woodside,1,1
2014,9,Oakland,2,1
2014,11,Portola Valley,227,9
2014,9,Novato,1,1
2014,11,Richmond,1,1
2014,9,Moss Beach,1,1
2014,9,Millbrae,4,4
2014,9,Menlo Park,4,2
2014,11,Palo Alto,49,16
2014,9,Los Altos,3,1
2014,9,Foster City,15,5
2014,9,East Palo Alto,1,1
2014,9,Daly City,73,6
2014,9,Burlingame,2,2
2014,9,Brisbane,1324,19
2014,9,Atherton,1,1
2014,8,Woodside,10,6
2014,8,South San Francisco,23,12
2014,8,San Mateo,3,3
2014,8,San Francisco,9,6
2014,8,San Carlos,1,1
2014,8,San Bruno,3,3
2014,11,Pacifica,170,7
2014,8,Redwood City,1,1
2014,8,Portola Valley,54,12
2014,8,Palo Alto,59,15
2014,8,Pacifica,80,2
2014,8,Oakland,2,2
2014,8,Moraga,2,1
2014,8,Menlo Park,5,3
2014,8,Hillsborough,2,2
2014,8,Foster City,10,7
2014,8,Daly City,101,6
2014,8,Brisbane,453,17
2014,8,Belmont,2,1
2014,8,Atherton,3,2
2014,8,Alameda,1,1
2014,7,Woodside,5,2
2014,7,St. Helena,1,1
2014,7,South San Francisco,39,24
2014,7,San Rafael,1,1
2014,7,San Mateo,4,4
2014,7,San Francisco,4,4
2014,11,Millbrae,3,2
2014,7,San Carlos,1,1
2014,7,San Bruno,8,7
2014,7,Redwood City,4,4
2014,7,Portola Valley,42,8
2014,7,Palo Alto,23,5
2014,7,Pacifica,78,2
2014,7,Oakland,1,1
2014,7,Moraga,1,1
2014,7,Millbrae,4,1
2014,7,Menlo Park,8,4
2014,7,Foster City,8,6
2014,7,Daly City,137,5
2014,7,Brisbane,269,40
2014,7,Atherton,7,1
2014,6,Woodside,13,2
2014,6,South San Francisco,15,13
2014,6,San Mateo,8,6
2014,6,San Francisco,1,1
2014,6,San Bruno,8,6
2014,6,Portola Valley,29,11
2014,6,Palo Alto,45,3
2014,6,Pacifica,45,2
2014,6,Oakland,1,1
2014,6,Millbrae,9,2
2014,6,Menlo Park,2,1
2014,6,Hillsborough,1,1
2014,11,Menlo Park,17,4
2014,6,Foster City,14,5
2014,6,Daly City,136,4
2014,6,Burlingame,2,2
2014,6,Brisbane,114,12
2014,6,Atherton,6,1
2014,5,Woodside,3,2
2014,5,South San Francisco,6,5
2014,5,San Rafael,1,1
2014,5,San Mateo,37,7
2014,5,San Francisco,8,4
2014,5,Portola Valley,255,12
2014,5,Palo Alto,60,11
2014,5,Pacifica,63,2
2014,5,Millbrae,3,1
2014,5,Foster City,10,1
2014,5,Daly City,124,5
2014,5,Burlingame,5,5
2014,5,Brisbane,496,12
2014,5,Atherton,5,1
2014,4,Woodside,40,1
2014,11,El Cerrito,1,1
2014,4,South San Francisco,2,2
2014,4,San Mateo,2,2
2014,4,San Francisco,17,4
2014,4,San Bruno,2,2
2014,4,Redwood City,1,1
2014,4,Portola Valley,37,19
2014,4,Palo Alto,14,5
2014,4,Pacifica,41,5
2014,4,Millbrae,8,2
2014,4,Menlo Park,1,1
2014,11,Daly City,63,6
2014,4,Fremont,1,1
2014,4,Foster City,9,2
2014,4,Daly City,88,3
2014,4,Burlingame,1,1
2014,4,Brisbane,892,11
2014,4,Atherton,8,1
2014,3,Woodside,2,1
2014,3,South San Francisco,3,2
2014,3,San Mateo,6,5
2014,3,San Francisco,49,12
2014,3,San Bruno,3,2
2014,3,Redwood City,2,2
2014,3,Portola Valley,27,4
2014,3,Pacifica,9,3
2014,3,Millbrae,13,2
2014,3,Menlo Park,2,1
2014,3,Hillsborough,1,1
2014,3,Half Moon Bay,1,1
2014,3,Fremont,1,1
2014,3,Foster City,3,2
2014,3,Daly City,172,2
2014,3,Burlingame,1,1
2014,3,Brisbane,799,15
2014,3,Belvedere-Tiburon,1,1
2014,3,Atherton,1,1
2014,2,South San Francisco,3,3
2014,2,San Ramon,1,1
2014,2,San Mateo,1,1
2014,2,San Francisco,9,6
2014,2,San Carlos,1,1
2014,2,San Bruno,1,1
2014,2,Redwood City,2,1
2014,11,Burlingame,2,1
2014,2,Portola Valley,40,5
2014,2,Palo Alto,2,1
2014,2,Pacifica,21,2
2014,2,Orinda,1,1
2014,2,Oakland,2,1
2014,2,Millbrae,3,3
2014,2,Mill Valley,1,1
2014,2,Hayward,1,1
2014,2,Foster City,3,2
2014,2,El Cerrito,2,1
2014,2,Daly City,175,3
2014,2,Corte Madera,1,1
2014,2,Burlingame,2,2
2014,2,Brisbane,701,11
2014,11,Brisbane,1153,14
2014,11,Belmont,1,1
2014,11,Atherton,1,1
2014,10,South San Francisco,5,3
2014,11,San Bruno,5,2
2014,11,San Carlos,2,1
2014,11,San Francisco,10,8
2014,11,South San Francisco,9,5
2014,11,Woodside,8,2
2014,12,Alameda,2,2
2014,12,Atherton,1,1
2014,12,Brisbane,764,15
2014,12,Burlingame,5,5
2014,12,Daly City,111,7
2014,12,El Cerrito,1,1
2014,12,Foster City,12,2
2014,12,Hillsborough,4,3
2014,12,Menlo Park,6,2
2014,12,Mill Valley,1,1
2014,12,Millbrae,14,4
2014,12,Oakland,4,2
2014,12,Pacifica,282,6
2014,12,Palo Alto,219,18
2014,12,Portola Valley,535,28
2014,12,Redwood City,4,2
2014,12,Richmond,113,1
2014,12,San Bruno,8,5
2014,12,San Carlos,1,1
2014,12,San Francisco,86,11
2014,12,San Mateo,2,2
2014,12,San Ramon,2,1
2014,12,South San Francisco,46,5
2014,12,Tiburon,2,1
2014,10,San Mateo,1,1
2014,10,San Francisco,20,7
2014,10,San Carlos,4,2
2014,10,San Bruno,2,2
2014,10,Redwood City,1,1
2014,10,Portola Valley,54,7
2014,10,Palo Alto,68,24
2014,10,Pacifica,151,3
2014,10,Oakland,7,2
2014,10,Millbrae,12,5
2014,10,Mill valley,2,1
2014,10,Menlo Park,10,4
2014,10,Foster City,6,4
2014,10,Daly City,124,7
2014,10,Burlingame,5,5
2014,10,Brisbane,1486,34
2014,10,Atherton,5,1
2014,2,Belvedere-Tiburon,5,3
2014,2,Atherton,8,3
2014,2,Alameda,2,2
2014,1,Woodside,4,1
2014,1,South San Francisco,2,2
2014,1,San Mateo,4,3
2014,1,San Francisco,9,4
2014,1,San Bruno,2,2
2014,1,Portola Valley,8,4
2014,1,Palo Alto,2,2
2014,1,Pacifica,12,3
2014,1,Millbrae,20,7
2014,1,Menlo Park,2,1
2014,1,Foster City,2,1
2014,1,Daly City,29,3
2014,1,Burlingame,8,6
2014,1,Brisbane,817,10
2014,1,Berkeley,1,1
2013,12,Burlingame,8,2
2013,10,Burlingame,2,1
2013,10,Brisbane,380,5
2013,10,Atherton,5,1
2013,10,Alameda,2,1
2013,8,Portola Valley,19,6
2013,9,Woodside,2,2
2013,9,South San Francisco,30,6
2013,9,San Mateo,10,3
2013,9,San Francisco,13,10
2013,8,Redwood City,4,3
2013,8,San Bruno,3,3
2013,8,San Francisco,33,4
2013,8,San Mateo,17,4
2013,8,San Rafael,2,1
2013,8,South San Francisco,12,5
2013,8,Woodside,1,1
2013,9,Alameda,1,1
2013,9,Atherton,2,1
2013,9,Brisbane,413,14
2013,9,Burlingame,3,1
2013,9,Daly City,137,3
2013,9,Foster City,36,2
2013,9,Menlo Park,2,2
2013,9,Millbrae,4,3
2013,9,Oakland,1,1
2013,9,Pacifica,37,3
2013,9,Palo Alto,10,3
2013,9,Portola Valley,27,7
2013,9,Redwood City,3,1
2013,9,San Bruno,4,3
2013,12,Woodside,3,1
2013,12,South San Francisco,5,4
2013,12,San Ramon,1,1
2013,12,San Mateo,2,1
2013,12,San Leandro,1,1
2013,12,San Francisco,7,4
2013,12,San Bruno,4,3
2013,12,Portola Valley,6,2
2013,12,Pacifica,8,3
2013,12,Millbrae,8,3
2013,12,Los Gatos,2,1
2013,12,Los Altos,1,1
2013,12,Foster City,18,3
2013,12,Daly City,21,2
2013,12,Brisbane,525,6
2013,12,Atherton,3,1
2013,11,Woodside,4,4
2013,11,Tiburon,1,1
2013,11,South San Francisco,3,3
2013,11,San Mateo,4,3
2013,11,San Francisco,20,4
2013,11,Redwood City,2,1
2013,11,Portola Valley,6,2
2013,11,Pacifica,56,3
2013,11,Oakland,1,1
2013,11,Millbrae,7,1
2013,11,Menlo Park,1,1
2013,11,Fremont,2,1
2013,11,Foster City,18,3
2013,11,El Cerrito,2,1
2013,11,Daly City,72,2
2013,11,Burlingame,1,1
2013,11,Brisbane,468,6
2013,8,Palo Alto,27,3
2013,8,Pacifica,48,3
2013,8,Oakland,2,1
